,index,sqft
1554,"2,728",27
1555,"2,201",27
1556,"2,276",27
1557,1184,27
1558,"1,074",27
1559,917,27
1560,"1,192",27
1561,"1,121",27
1562,"2,301",27
1563,1420,27
1564,1428,27
1565,1836,27
1566,2270,27
1567,1914,27
1568,846,27
1569,1694,27
1570,"1,407",27
1571,"2,986",27
1572,"2,918",27
1573,2060,27
1574,"3,025",27
1575,"2,013",27
1576,"2,238",27
1577,"1,607",27
1578,"3,040",27
1579,1430,27
1580,1144,27
1581,"1,329",27
1582,"2,564",27
1583,"2,763",27
1584,2244,27
1585,"2,075",27
1586,1936,27
1587,1610,27
1588,"1,719",27
1589,981,27
1590,923,27
1591,"1,609",27
1592,932,27
1593,"3,128",27
1594,"2,055",27
1595,570,27
1596,"1,391",27
1597,1546,27
1598,"2,830",27
1599,"2,676",27
1600,"1,787",27
1601,"3,288",27
1602,"1,763",27
1603,"1,817",27
1604,1236,26
1605,"2,593",26
1606,"1,201",26
1607,"2,562",26
1608,"2,610",26
1609,"1,189",26
1610,"1,963",26
1611,"2,543",26
1612,"2,594",26
1613,1614,26
1614,1912,26
1615,"2,537",26
1616,"2,756",26
1617,"1,479",26
1618,"3,186",26
1619,1468,26
1620,989,26
1621,855,26
1622,1616,26
1623,899,26
1624,"2,472",26
1625,"2,632",26
1626,"2,790",26
1627,2032,26
1628,"2,912",26
1629,"1,411",26
1630,"1,662",26
1631,"1,653",26
1632,"1,086",26
1633,1230,26
1634,1944,26
1635,"2,054",26
1636,"1,123",26
1637,1252,26
1638,"1,614",26
1639,"2,439",26
1640,"2,685",26
1641,1340,26
1642,"2,832",26
1643,"2,274",26
1644,"1,133",26
1645,"2,023",26
1646,"1,641",26
1647,"1,227",26
1648,"1,202",26
1649,"2,257",26
1650,"2,335",26
1651,1318,26
1652,"2,262",26
1653,"2,538",26
1654,"1,717",26
1655,"1,989",26
1656,"2,174",26
1657,1402,26
1658,"1,741",26
1659,"1,151",26
1660,1484,26
1661,"1,527",26
1662,1312,26
1663,"2,890",26
1664,"2,072",26
1665,"2,626",26
1666,"2,198",26
1667,"2,896",26
1668,1256,26
1669,"2,394",26
1670,"2,843",26
1671,"2,718",26
1672,949,26
1673,"1,842",26
1674,"2,796",26
1675,1688,26
1676,"2,269",26
1677,"2,079",26
1678,"2,297",26
1679,"1,387",26
1680,"2,357",26
1681,2228,26
1682,1036,26
1683,"1,341",26
1684,1460,26
1685,"1,421",26
1686,"2,077",26
1687,"1,799",26
1688,"3,044",25
1689,1664,25
1690,"1,383",25
1691,"2,099",25
1692,"2,607",25
1693,"2,191",25
1694,"3,020",25
1695,"2,603",25
1696,"1,261",25
1697,1134,25
1698,"2,507",25
1699,"2,321",25
1700,"2,805",25
1701,"2,820",25
1702,"1,511",25
1703,913,25
1704,736,25
1705,1679,25
1706,"2,264",25
1707,1570,25
1708,1464,25
1709,"1,567",25
1710,"2,471",25
1711,"3,140",25
1712,"1,739",25
1713,"2,576",25
1714,"2,652",25
1715,"1,617",25
1716,"1,747",25
1717,838,25
1718,"3,292",25
1719,"2,462",25
1720,"1,953",25
1721,1272,25
1722,"1,219",25
1723,"2,604",25
1724,"2,134",25
1725,"2,824",25
1726,"2,418",25
1727,804,25
1728,2236,25
1729,"1,766",25
1730,"2,995",25
1731,"1,172",25
1732,"2,998",25
1733,"2,732",25
1734,2024,25
1735,943,25
1736,"1,561",25
1737,738,25
1738,"1,223",25
1739,"1,041",25
1740,"1,587",25
1741,"1,291",25
1742,"2,427",25
1743,"1,051",25
1744,"1,031",25
1745,3400,25
1746,"2,102",25
1747,"1,243",25
1748,"1,695",25
1749,821,25
1750,1032,25
1751,"1,397",25
1752,"2,477",25
1753,1928,25
1754,2440,25
1755,1552,25
1756,"1,331",25
1757,"2,192",25
1758,2340,25
1759,"2,848",25
1760,"2,003",25
1761,"1,877",25
1762,"2,453",25
1763,"2,698",25
1764,"2,818",25
1765,"2,071",25
1766,"2,806",25
1767,"2,081",25
1768,"2,552",25
1769,"2,655",25
1770,1690,24
1771,"1,866",24
1772,"2,443",24
1773,"2,107",24
1774,"1,973",24
1775,926,24
1776,"2,217",24
1777,1180,24
1778,1212,24
1779,"1,194",24
1780,480,24
1781,"1,909",24
1782,2256,24
1783,"1,317",24
1784,"2,938",24
1785,"2,185",24
1786,"2,083",24
1787,"1,807",24
1788,1390,24
1789,"2,021",24
1790,"1,083",24
1791,"1,578",24
1792,"2,094",24
1793,"1,193",24
1794,"1,921",24
1795,"3,432",24
1796,3600,24
1797,"2,285",24
1798,"1,915",24
1799,"2,205",24
1800,"1,819",24
1801,995,24
1802,"2,596",24
1803,937,24
1804,"2,541",24
1805,1724,24
1806,"2,873",24
1807,"1,881",24
1808,1806,24
1809,"1,447",24
1810,"2,827",24
1811,"2,555",24
1812,"1,079",24
1813,927,24
1814,"3,450",24
1815,"1,943",24
1816,"2,227",24
1817,1990,24
1818,"1,053",24
1819,2260,24
1820,"1,471",24
1821,590,24
1822,"2,920",24
1823,898,24
1824,1314,24
1825,"2,313",24
1826,"2,734",24
1827,"2,151",24
1828,"2,222",24
1829,"2,503",24
1830,"2,031",24
1831,"2,419",24
1832,1530,24
1833,"1,438",24
1834,"2,513",24
1835,"3,340",24
1836,"2,389",24
1837,"1,689",24
1838,935,24
1839,"1,059",24
1840,"1,359",24
1841,"2,277",24
1842,826,24
1843,"3,085",24
1844,"2,451",24
1845,"2,431",24
1846,2234,24
1847,1652,24
1848,"2,659",24
1849,"1,361",24
1850,"1,585",24
1851,"2,302",24
1852,"2,253",24
1853,"3,636",24
1854,"2,063",24
1855,"2,342",24
1856,"2,757",24
1857,2132,24
1858,"1,357",24
1859,"1,023",24
1860,1682,24
1861,"3,004",24
1862,1976,24
1863,"2,755",24
1864,"2,045",24
1865,"2,976",24
1866,"3,302",24
1867,"1,293",24
1868,"2,267",24
1869,"1,017",24
1870,"2,903",24
1871,1020,24
1872,753,24
1873,"2,958",24
1874,"1,951",24
1875,"1,895",24
1876,1747,24
1877,"2,951",24
1878,"1,751",24
1879,732,24
1880,1660,24
1881,2170,24
1882,"1,911",24
1883,1644,24
1884,"3,412",24
1885,1612,24
1886,2210,24
1887,743,24
1888,833,24
1889,1642,24
1890,1730,24
1891,"2,570",24
1892,2190,24
1893,"1,229",24
1894,787,23
1895,"2,817",23
1896,1572,23
1897,632,23
1898,2812,23
1899,"1,477",23
1900,"2,501",23
1901,"2,401",23
1902,1564,23
1903,"2,289",23
1904,1348,23
1905,"3,530",23
1906,"2,221",23
1907,"2,521",23
1908,"2,881",23
1909,"1,354",23
1910,956,23
1911,"2,123",23
1912,"1,481",23
1913,"2,337",23
1914,1670,23
1915,"2,944",23
1916,"2,498",23
1917,"2,514",23
1918,2272,23
1919,1306,23
1920,1302,23
1921,778,23
1922,"2,815",23
1923,1714,23
1924,"2,287",23
1925,"3,096",23
1926,"2,362",23
1927,"2,282",23
1928,1766,23
1929,"1,879",23
1930,"1,791",23
1931,"2,344",23
1932,"1,467",23
1933,"2,653",23
1934,"2,087",23
1935,"1,475",23
1936,1452,23
1937,786,23
1938,"2,255",23
1939,"2,745",23
1940,1284,23
1941,1416,23
1942,"2,813",23
1943,"3,176",23
1944,"2,855",23
1945,"2,073",23
1946,"1,493",23
1947,"2,015",23
1948,1764,23
1949,1110,23
1950,"2,089",23
1951,"2,435",23
1952,1502,23
1953,"2,367",23
1954,"4,100",23
1955,"1,893",23
1956,"2,171",23
1957,"2,486",23
1958,"2,251",23
1959,"2,061",23
1960,1088,23
1961,"2,393",23
1962,"3,900",23
1963,"2,591",23
1964,"2,265",23
1965,"2,736",23
1966,1498,23
1967,"1,022",23
1968,"1,351",23
1969,"1,355",23
1970,"2,446",23
1971,"1,109",23
1972,1980,23
1973,897,23
1974,"2,637",23
1975,"2,666",23
1976,1576,23
1977,"1,885",23
1978,"2,218",23
1979,"2,524",23
1980,"2,569",23
1981,"2,468",23
1982,"1,979",23
1983,"3,090",23
1984,"2,810",23
1985,"2,616",23
1986,909,23
1987,"2,828",23
1988,"2,019",23
1989,901,23
1990,"2,758",23
1991,"1,643",23
1992,"1,028",23
1993,"1,112",23
1994,"2,612",23
1995,"1,101",23
1996,1370,23
1997,"2,131",22
1998,"2,417",22
1999,"3,015",22
2000,"3,195",22
2001,2112,22
2002,1372,22
2003,"3,185",22
2004,"2,194",22
2005,"2,608",22
2006,"2,948",22
2007,"2,860",22
2008,1196,22
2009,"2,690",22
2010,"1,809",22
2011,1308,22
2012,"2,423",22
2013,2162,22
2014,2292,22
2015,1818,22
2016,"2,225",22
2017,2003,22
2018,"2,754",22
2019,2246,22
2020,"2,970",22
2021,1908,22
2022,2384,22
2023,1077,22
2024,"2,738",22
2025,973,22
2026,"2,761",22
2027,"2,129",22
2028,"2,585",22
2029,1816,22
2030,"3,550",22
2031,1755,22
2032,"2,984",22
2033,"2,656",22
2034,"3,184",22
2035,"1,773",22
2036,"1,321",22
2037,1156,22
2038,"2,584",22
2039,1432,22
2040,"2,483",22
2041,1130,22
2042,"2,317",22
2043,892,22
2044,"3,070",22
2045,"2,263",22
2046,2094,22
2047,"2,413",22
2048,1785,22
2049,"2,766",22
2050,1492,22
2051,1788,22
2052,"2,654",22
2053,"1,011",22
2054,802,22
2055,"1,749",22
2056,1295,22
2057,"2,458",22
2058,"2,379",22
2059,"2,707",22
2060,"1,964",22
2061,"2,303",22
2062,"2,437",22
2063,1325,22
2064,777,22
2065,1635,22
2066,"2,668",22
2067,"2,648",22
2068,"1,167",22
2069,876,22
2070,"1,115",22
2071,"2,161",22
2072,"1,063",22
2073,"2,926",22
2074,1128,22
2075,"1,283",22
2076,"2,007",22
2077,"2,078",22
2078,"1,629",22
2079,"2,724",22
2080,"1,761",22
2081,"2,889",22
2082,703,22
2083,"1,013",22
2084,"1,789",22
2085,"2,173",22
2086,1504,22
2087,"1,961",22
2088,"1,126",22
2089,2130,22
2090,2184,22
2091,1485,22
2092,"2,624",22
2093,969,22
2094,646,22
2095,"2,686",22
2096,2432,22
2097,"1,533",22
2098,"2,694",22
2099,1210,22
2100,2368,22
2101,1896,22
2102,"1,589",22
2103,"2,542",22
2104,1544,22
2105,1677,22
2106,"3,230",22
2107,"2,531",22
2108,"3,670",22
2109,"2,059",22
2110,"3,056",22
2111,"1,055",22
2112,"1,811",22
2113,"3,170",22
2114,1276,22
2115,"2,455",22
2116,"2,485",22
2117,"2,146",21
2118,1756,21
2119,1542,21
2120,"3,222",21
2121,"2,703",21
2122,"2,819",21
2123,793,21
2124,"1,721",21
2125,"3,117",21
2126,"2,197",21
2127,2720,21
2128,"2,711",21
2129,1525,21
2130,"1,337",21
2131,2045,21
2132,"2,284",21
2133,"2,770",21
2134,"3,012",21
2135,647,21
2136,2216,21
2137,"1,257",21
2138,"3,260",21
2139,"2,696",21
2140,"1,249",21
2141,1290,21
2142,2164,21
2143,2204,21
2144,"2,341",21
2145,520,21
2146,961,21
2147,"1,141",21
2148,"2,928",21
2149,865,21
2150,"3,213",21
2151,"3,081",21
2152,"2,872",21
2153,"1,309",21
2154,"1,726",21
2155,"2,644",21
2156,"2,876",21
2157,"2,768",21
2158,1519,21
2159,"2,407",21
2160,2460,21
2161,"2,814",21
2162,"1,187",21
2163,1858,21
2164,"2,447",21
2165,"1,049",21
2166,4000,21
2167,"2,782",21
2168,1364,21
2169,"2,871",21
2170,"2,895",21
2171,"2,598",21
2172,"2,670",21
2173,"2,402",21
2174,"2,646",21
2175,"2,741",21
2176,"2,825",21
2177,"2,231",21
2178,"2,996",21
2179,"3,309",21
2180,"2,487",21
2181,"2,512",21
2182,"2,535",21
2183,"1,295",21
2184,819,21
2185,1491,21
2186,"2,405",21
2187,2288,21
2188,1754,21
2189,"2,478",21
2190,"2,776",21
2191,"2,715",21
2192,"1,613",21
2193,"3,052",21
2194,723,21
2195,1190,21
2196,"2,491",21
2197,1975,21
2198,2520,21
2199,709,21
2200,1406,21
2201,1952,21
2202,"2,765",21
2203,"2,983",21
2204,"1,757",21
2205,"2,153",21
2206,818,21
2207,"3,104",21
2208,1518,21
2209,668,21
2210,"1,841",21
2211,882,21
2212,"2,964",21
2213,"3,071",21
2214,"3,082",21
2215,"1,993",21
2216,"2,628",21
2217,655,21
2218,2360,21
2219,"3,008",21
2220,"3,034",21
2221,"1,466",21
2222,"2,215",21
2223,"2,589",21
2224,1986,21
2225,"2,041",21
2226,809,21
2227,"2,808",21
2228,"3,048",21
2229,"2,305",21
2230,"5,200",21
2231,"2,516",21
2232,1244,21
2233,"2,742",21
2234,"2,017",21
2235,"1,981",21
2236,"1,371",21
2237,"2,936",21
2238,1608,21
2239,"2,412",21
2240,"2,207",21
2241,"2,967",21
2242,746,21
2243,1394,21
2244,941,21
2245,"2,281",21
2246,2540,21
2247,"2,137",21
2248,"2,784",21
2249,"2,283",20
2250,2022,20
2251,2068,20
2252,"2,946",20
2253,1790,20
2254,1566,20
2255,1425,20
2256,"1,037",20
2257,"2,466",20
2258,"2,798",20
2259,823,20
2260,"1,319",20
2261,"2,931",20
2262,1958,20
2263,"2,924",20
2264,"1,401",20
2265,1867,20
2266,"2,853",20
2267,"2,899",20
2268,"3,130",20
2269,"2,571",20
2270,"2,339",20
2271,"2,886",20
2272,"1,513",20
2273,"2,778",20
2274,2304,20
2275,"2,717",20
2276,"1,399",20
2277,1268,20
2278,"2,642",20
2279,"1,673",20
2280,849,20
2281,"3,113",20
2282,1278,20
2283,"2,138",20
2284,2144,20
2285,1592,20
2286,"2,143",20
2287,1446,20
2288,752,20
2289,"3,460",20
2290,"2,519",20
2291,664,20
2292,2028,20
2293,"2,371",20
2294,651,20
2295,"2,794",20
2296,1666,20
2297,"2,985",20
2298,584,20
2299,"1,259",20
2300,1102,20
2301,"1,883",20
2302,"2,189",20
2303,1968,20
2304,2396,20
2305,"1,897",20
2306,676,20
2307,"2,716",20
2308,1507,20
2309,811,20
2310,2154,20
2311,"3,174",20
2312,"2,482",20
2313,1812,20
2314,"2,386",20
2315,"2,947",20
2316,"2,463",20
2317,"2,179",20
2318,1931,20
2319,"2,479",20
2320,814,20
2321,"2,273",20
2322,"2,559",20
2323,"2,898",20
2324,"5,500",20
2325,"2,701",20
2326,1426,20
2327,1323,20
2328,"2,743",20
2329,2376,20
2330,"2,751",20
2331,"3,158",20
2332,"2,797",20
2333,"1,191",20
2334,2370,20
2335,"2,746",20
2336,2012,20
2337,1356,20
2338,1834,20
2339,1899,20
2340,"2,457",20
2341,"2,557",20
2342,"2,066",20
2343,1516,20
2344,"1,453",20
2345,1044,20
2346,"1,473",20
2347,"3,216",20
2348,"2,318",20
2349,"2,545",20
2350,"3,016",20
2351,"1,247",20
2352,2220,20
2353,"1,982",20
2354,872,19
2355,"2,744",19
2356,"3,028",19
2357,"2,414",19
2358,"1,999",19
2359,"2,988",19
2360,530,19
2361,"1,001",19
2362,"3,375",19
2363,"2,572",19
2364,2406,19
2365,1496,19
2366,"2,409",19
2367,"2,346",19
2368,"3,291",19
2369,"2,182",19
2370,"2,693",19
2371,1712,19
2372,"2,053",19
2373,"2,618",19
2374,573,19
2375,734,19
2376,1436,19
2377,"1,159",19
2378,"3,051",19
2379,"2,449",19
2380,2208,19
2381,2004,19
2382,"3,420",19
2383,2258,19
2384,"3,540",19
2385,678,19
2386,"3,053",19
2387,1813,19
2388,1774,19
2389,"2,927",19
2390,745,19
2391,"2,183",19
2392,"2,199",19
2393,"1,047",19
2394,"1,363",19
2395,450,19
2396,"3,026",19
2397,"1,019",19
2398,"2,149",19
2399,"1,941",19
2400,"2,588",19
2401,"3,240",19
2402,"2,493",19
2403,2900,19
2404,2560,19
2405,"3,092",19
2406,2064,19
2407,1698,19
2408,1668,19
2409,2090,19
2410,2364,19
2411,1814,19
2412,"3,187",19
2413,"2,351",19
2414,877,19
2415,"1,139",19
2416,1727,19
2417,"1,919",19
2418,"2,888",19
2419,2296,19
2420,2145,19
2421,931,19
2422,"3,266",19
2423,"3,354",19
2424,1938,19
2425,"3,234",19
2426,1375,19
2427,"3,402",19
2428,"2,695",19
2429,"3,065",19
2430,1768,19
2431,"3,075",19
2432,"1,061",19
2433,2232,19
2434,"2,629",19
2435,"2,617",19
2436,"2,526",19
2437,3300,19
2438,"2,193",19
2439,"3,368",19
2440,841,19
2441,"2,667",19
2442,"2,909",19
2443,"1,281",19
2444,1588,19
2445,1925,19
2446,857,19
2447,1922,19
2448,"3,464",19
2449,1448,19
2450,953,19
2451,"2,719",19
2452,779,19
2453,"2,822",19
2454,"2,826",19
2455,933,19
2456,683,19
2457,1148,19
2458,2496,19
2459,"3,638",19
2460,1538,19
2461,"2,509",19
2462,2148,19
2463,1060,19
2464,1665,19
2465,"2,567",19
2466,1639,19
2467,2850,19
2468,1775,19
2469,"2,299",19
2470,847,19
2471,"1,439",19
2472,1238,19
2473,"2,892",19
2474,654,18
2475,1948,18
2476,714,18
2477,"3,470",18
2478,671,18
2479,905,18
2480,"2,687",18
2481,"2,692",18
2482,1606,18
2483,2420,18
2484,"1,091",18
2485,2180,18
2486,1398,18
2487,"3,205",18
2488,"1,213",18
2489,1478,18
2490,"2,511",18
2491,1548,18
2492,540,18
2493,1131,18
2494,"2,683",18
2495,"2,904",18
2496,1424,18
2497,1815,18
2498,1972,18
2499,"3,046",18
2500,"1,199",18
2501,1345,18
2502,"6,000",18
2503,"3,060",18
2504,"2,930",18
2505,1054,18
2506,"2,469",18
2507,1674,18
2508,"2,475",18
2509,"3,360",18
2510,1786,18
2511,1463,18
2512,1206,18
2513,"3,320",18
2514,1114,18
2515,2390,18
2516,"3,217",18
2517,1467,18
2518,1386,18
2519,967,18
2520,"2,662",18
2521,1024,18
2522,"2,641",18
2523,1636,18
2524,1911,18
2525,2048,18
2526,"3,408",18
2527,"2,586",18
2528,"2,802",18
2529,"3,299",18
2530,758,18
2531,2290,18
2532,"2,838",18
2533,856,18
2534,"3,690",18
2535,1474,18
2536,1557,18
2537,"2,957",18
2538,879,18
2539,"2,913",18
2540,1535,18
2541,"3,820",18
2542,1161,18
2543,2688,18
2544,1175,18
2545,782,18
2546,886,18
2547,1752,18
2548,2286,18
2549,"3,350",18
2550,1759,18
2551,942,18
2552,"2,835",18
2553,803,18
2554,"1,991",18
2555,1275,18
2556,2294,18
2557,"2,363",18
2558,871,18
2559,"2,973",18
2560,"3,097",18
2561,1292,18
2562,"4,900",18
2563,1970,18
2564,2282,18
2565,2096,18
2566,1098,18
2567,843,18
2568,"3,269",18
2569,"3,518",18
2570,"2,377",18
2571,"2,960",18
2572,"3,199",18
2573,1845,18
2574,"3,474",18
2575,"2,119",18
2576,2448,18
2577,"3,440",18
2578,1599,18
2579,866,18
2580,862,18
2581,983,18
2582,1324,18
2583,"3,080",18
2584,"3,002",18
2585,"3,030",18
2586,"3,098",18
2587,"2,293",18
2588,1924,18
2589,"2,568",18
2590,"2,625",18
2591,2601,18
2592,1887,18
2593,1604,18
2594,2283,18
2595,2067,18
2596,"2,803",18
2597,"2,349",18
2598,"3,133",18
2599,1177,18
2600,2820,18
2601,771,18
2602,"1,039",18
2603,"3,152",17
2604,1771,17
2605,2230,17
2606,2488,17
2607,1409,17
2608,"2,467",17
2609,1851,17
2610,"3,228",17
2611,2010,17
2612,939,17
2613,1435,17
2614,1825,17
2615,1377,17
2616,1988,17
2617,2330,17
2618,2352,17
2619,717,17
2620,1262,17
2621,742,17
2622,"1,277",17
2623,1042,17
2624,707,17
2625,"3,192",17
2626,1932,17
2627,2109,17
2628,"2,525",17
2629,"3,108",17
2630,1052,17
2631,1855,17
2632,"2,209",17
2633,2337,17
2634,1328,17
2635,568,17
2636,639,17
2637,"3,029",17
2638,1605,17
2639,1499,17
2640,1532,17
2641,1443,17
2642,"1,759",17
2643,"3,326",17
2644,2408,17
2645,"2,051",17
2646,"2,864",17
2647,1769,17
2648,"3,650",17
2649,2880,17
2650,"2,783",17
2651,"3,426",17
2652,430,17
2653,1796,17
2654,2093,17
2655,2410,17
2656,"2,935",17
2657,"3,548",17
2658,"2,865",17
2659,"3,232",17
2660,1204,17
2661,1886,17
2662,"1,969",17
2663,"3,712",17
2664,2069,17
2665,"2,157",17
2666,"2,789",17
2667,"3,472",17
2668,"3,109",17
2669,"3,136",17
2670,1964,17
2671,1410,17
2672,1258,17
2673,"2,708",17
2674,2428,17
2675,1965,17
2676,"3,456",17
2677,1732,17
2678,1551,17
2679,1479,17
2680,2066,17
2681,"3,640",17
2682,1351,17
2683,1458,17
2684,"3,210",17
2685,"1,067",17
2686,"3,672",17
2687,1603,17
2688,2312,17
2689,"2,219",17
2690,"2,975",17
2691,1777,17
2692,1362,17
2693,"2,674",17
2694,869,17
2695,"1,631",17
2696,"2,638",17
2697,921,17
2698,"2,844",17
2699,"2,387",17
2700,"2,671",17
2701,979,17
2702,"2,907",17
2703,974,17
2704,"3,221",17
2705,652,17
2706,"3,480",17
2707,"2,775",17
2708,"3,835",17
2709,1623,17
2710,1301,17
2711,1663,17
2712,653,17
2713,1537,17
2714,"2,546",17
2715,"2,847",17
2716,"2,057",17
2717,"3,220",17
2718,"2,706",17
2719,947,17
2720,"2,906",17
2721,1310,17
2722,2092,17
2723,1326,17
2724,"2,609",17
2725,"3,005",17
2726,"2,792",17
2727,"3,399",17
2728,"3,038",17
2729,"2,573",17
2730,1708,17
2731,2950,17
2732,1304,17
2733,"2,506",17
2734,"4,800",17
2735,2588,17
2736,1591,17
2737,1090,16
2738,799,16
2739,"2,785",16
2740,"2,968",16
2741,"1,021",16
2742,1384,16
2743,"2,647",16
2744,1002,16
2745,"4,098",16
2746,"2,922",16
2747,"3,581",16
2748,"2,941",16
2749,"1,713",16
2750,3800,16
2751,2074,16
2752,2034,16
2753,"3,094",16
2754,1662,16
2755,1798,16
2756,"3,155",16
2757,681,16
2758,"4,230",16
2759,"3,086",16
2760,2152,16
2761,3500,16
2762,"3,111",16
2763,831,16
2764,"1,029",16
2765,1261,16
2766,"3,315",16
2767,1412,16
2768,2338,16
2769,1315,16
2770,887,16
2771,"2,795",16
2772,839,16
2773,"3,054",16
2774,"2,885",16
2775,"3,950",16
2776,"2,966",16
2777,1835,16
2778,"2,347",16
2779,2063,16
2780,1846,16
2781,"3,168",16
2782,"2,786",16
2783,1725,16
2784,1168,16
2785,1510,16
2786,"3,147",16
2787,2590,16
2788,3412,16
2789,"1,119",16
2790,"3,124",16
2791,"3,285",16
2792,"1,033",16
2793,1770,16
2794,1475,16
2795,"2,127",16
2796,1598,16
2797,"2,319",16
2798,1422,16
2799,"3,376",16
2800,"3,045",16
2801,"2,661",16
2802,1547,16
2803,585,16
2804,"3,584",16
2805,2834,16
2806,2480,16
2807,"2,714",16
2808,1648,16
2809,1637,16
2810,2158,16
2811,"3,275",16
2812,588,16
2813,1338,16
2814,1482,16
2815,2510,16
2816,1794,16
2817,"2,917",16
2818,"3,446",16
2819,2166,16
2820,"2,809",16
2821,867,16
2822,1717,16
2823,1494,16
2824,"2,381",16
2825,2098,16
2826,"3,314",16
2827,2142,16
2828,861,16
2829,"3,840",16
2830,2110,16
2831,2650,16
2832,2273,16
2833,2308,16
2834,"3,076",16
2835,"2,505",16
2836,883,16
2837,1913,16
2838,"2,473",16
2839,1506,16
2840,"3,304",16
2841,695,16
2842,2628,16
2843,2044,16
2844,"3,114",16
2845,"3,095",16
2846,"2,963",16
2847,"3,188",16
2848,"2,737",16
2849,2380,16
2850,737,16
2851,1254,16
2852,"3,557",16
2853,1247,16
2854,"3,604",16
2855,1826,16
2856,2159,16
2857,"4,030",16
2858,"2,563",16
2859,1971,16
2860,"3,137",16
2861,"2,689",16
2862,2610,16
2863,"3,062",16
2864,2056,16
2865,772,16
2866,"2,279",16
2867,667,16
2868,1738,16
2869,"2,934",16
2870,582,16
2871,"3,146",16
2872,"2,722",16
2873,"3,358",16
2874,"3,367",16
2875,"2,845",16
2876,"1,111",16
2877,977,16
2878,1984,16
2879,1376,16
2880,"2,645",16
2881,1274,16
2882,"1,339",16
2883,"2,434",16
2884,863,16
2885,"2,515",16
2886,2620,16
2887,"2,901",16
2888,1526,16
2889,"3,264",16
2890,2552,16
2891,2332,16
2892,"2,291",16
2893,"3,197",16
2894,795,16
2895,2136,16
2896,2548,16
2897,"2,316",16
2898,"2,859",16
2899,1884,16
2900,1844,16
2901,1892,16
2902,"3,207",16
2903,"2,118",16
2904,"3,102",16
2905,2036,16
2906,1444,16
2907,"2,921",16
2908,390,16
2909,"2,943",16
2910,420,16
2911,2344,16
2912,1539,16
2913,2592,16
2914,"2,772",16
2915,1413,16
2916,1906,16
2917,991,16
2918,"3,720",15
2919,2007,15
2920,2005,15
2921,"3,172",15
2922,1634,15
2923,622,15
2924,"2,735",15
2925,1388,15
2926,2874,15
2927,"4,250",15
2928,2226,15
2929,1916,15
2930,1534,15
2931,"2,752",15
2932,"2,839",15
2933,3291,15
2934,2301,15
2935,1192,15
2936,"2,727",15
2937,"3,294",15
2938,"2,869",15
2939,1809,15
2940,"3,058",15
2941,2508,15
2942,1853,15
2943,1048,15
2944,1996,15
2945,1833,15
2946,2038,15
2947,1571,15
2948,711,15
2949,"3,106",15
2950,2532,15
2951,"3,298",15
2952,"3,078",15
2953,1597,15
2954,"2,788",15
2955,"2,355",15
2956,"2,875",15
2957,"2,841",15
2958,1699,15
2959,"3,560",15
2960,2042,15
2961,"1,871",15
2962,"1,043",15
2963,"2,523",15
2964,1118,15
2965,1709,15
2966,"3,276",15
2967,"3,212",15
2968,2073,15
2969,1803,15
2970,1992,15
2971,"3,258",15
2972,1341,15
2973,"4,266",15
2974,1053,15
2975,1313,15
2976,2596,15
2977,2075,15
2978,"3,079",15
2979,"2,882",15
2980,"3,105",15
2981,"3,330",15
2982,2031,15
2983,2082,15
2984,1221,15
2985,764,15
2986,2172,15
2987,1956,15
2988,"3,546",15
2989,"2,581",15
2990,"2,597",15
2991,"3,164",15
2992,"2,837",15
2993,"2,954",15
2994,"3,384",15
2995,2544,15
2996,1522,15
2997,"3,625",15
2998,1012,15
2999,572,15
3000,1995,15
3001,2125,15
3002,"4,010",15
3003,1246,15
3004,1554,15
3005,1567,15
3006,2366,15
3007,2478,15
3008,"2,779",15
3009,"2,733",15
3010,1607,15
3011,"2,391",15
3012,1242,15
3013,"3,159",15
3014,"3,196",15
3015,1706,15
3016,757,15
3017,1303,15
3018,"3,156",15
3019,"3,125",15
3020,"3,167",15
3021,"3,529",15
3022,1655,15
3023,1445,15
3024,"2,426",15
3025,2358,15
3026,"3,027",15
3027,"2,615",15
3028,"2,831",15
3029,749,15
3030,722,15
3031,"2,836",15
3032,1737,15
3033,718,15
3034,"2,991",15
3035,1509,15
3036,"3,163",15
3037,662,15
3038,1865,15
3039,"3,313",15
3040,1195,15
3041,1651,15
3042,644,15
3043,2275,15
3044,"3,021",15
3045,1915,15
3046,2307,15
3047,"1,894",15
3048,"3,019",15
3049,"2,997",15
3050,"2,725",15
3051,2320,15
3052,2336,15
3053,"3,485",15
3054,"2,497",15
3055,3250,15
3056,1403,15
3057,1058,15
3058,"3,628",15
3059,"3,009",15
3060,1586,15
3061,575,15
3062,2196,15
3063,1051,15
3064,1378,15
3065,1136,15
3066,2099,15
3067,1305,15
3068,"3,533",15
3069,"2,793",15
3070,504,15
3071,626,15
3072,2206,15
3073,2372,15
3074,2630,15
3075,"4,750",15
3076,"3,454",15
3077,"3,049",15
3078,"3,477",15
3079,2106,15
3080,2310,15
3081,"3,107",15
3082,1888,15
3083,"2,271",15
3084,"2,558",15
3085,"3,252",15
3086,2121,15
3087,2026,15
3088,1441,15
3089,"2,867",15
3090,721,15
3091,"3,322",15
3092,432,15
3093,788,15
3094,"2,949",15
3095,"2,411",15
3096,1874,15
3097,"3,018",15
3098,"3,772",15
3099,2860,15
3100,636,15
3101,1758,15
