,index,sqft
3886,"total interior livable area: 1,715 sqft",10
3887,"3,678 sqft",10
3888,"3,495 sqft",10
3889,"3,745 sqft",10
3890,"4,154 sqft",10
3891,"3,723 sqft",10
3892,"total interior livable area: 1,657 sqft",10
3893,"3,457 sqft",10
3894,"4,233 sqft",10
3895,"total interior livable area: 1,988 sqft",10
3896,"total interior livable area: 1,208 sqft",10
3897,"4,185 sqft",10
3898,"total interior livable area: 1,516 sqft",10
3899,"total interior livable area: 1,986 sqft",10
3900,"4,340 sqft",10
3901,"total interior livable area: 1,331 sqft",10
3902,"3,581 sqft",10
3903,"4,006 sqft",10
3904,"total interior livable area: 1,016 sqft",10
3905,"4,053 sqft",10
3906,"total interior livable area: 1,910 sqft",10
3907,"4,860 sqft",10
3908,"total interior livable area: 2,132 sqft",10
3909,"total interior livable area: 2,283 sqft",10
3910,"total interior livable area: 2,222 sqft",10
3911,"total interior livable area: 1,881 sqft",10
3912,"4,002 sqft",10
3913,"total interior livable area: 1,492 sqft",10
3914,"total interior livable area: 4,100 sqft",10
3915,"3,732 sqft",10
3916,"total interior livable area: 1,634 sqft",10
3917,"4,210 sqft",10
3918,"total interior livable area: 2,502 sqft",10
3919,"3,952 sqft",10
3920,568 sqft,10
3921,"total interior livable area: 2,492 sqft",10
3922,"total interior livable area: 2,124 sqft",10
3923,"3,352 sqft",10
3924,"8,800 sqft",10
3925,"4,424 sqft",10
3926,"total interior livable area: 2,259 sqft",10
3927,"4,136 sqft",10
3928,"total interior livable area: 2,013 sqft",10
3929,"total interior livable area: 1,971 sqft",10
3930,"3,445 sqft",10
3931,"total interior livable area: 1,572 sqft",10
3932,"total interior livable area: 1,725 sqft",10
3933,"total interior livable area: 2,092 sqft",10
3934,"total interior livable area: 1,915 sqft",10
3935,581 sqft,10
3936,"3,758 sqft",10
3937,"total interior livable area: 1,944 sqft",10
3938,"3,722 sqft",10
3939,"3,444 sqft",10
3940,"3,533 sqft",10
3941,448 sqft,10
3942,"4,508 sqft",10
3943,"total interior livable area: 1,390 sqft",10
3944,"total interior livable area: 1,928 sqft",10
3945,"total interior livable area: 2,418 sqft",10
3946,"total interior livable area: 3,050 sqft",10
3947,470 sqft,10
3948,"3,503 sqft",10
3949,"4,625 sqft",10
3950,"3,854 sqft",10
3951,"3,965 sqft",10
3952,"total interior livable area: 2,216 sqft",10
3953,"total interior livable area: 2,197 sqft",10
3954,"total interior livable area: 1,890 sqft",10
3955,"3,244 sqft",10
3956,"total interior livable area: 2,119 sqft",10
3957,"total interior livable area: 2,673 sqft",10
3958,"total interior livable area: 1,747 sqft",10
3959,"total interior livable area: 2,448 sqft",10
3960,"total interior livable area: 1,937 sqft",10
3961,"3,635 sqft",10
3962,"3,870 sqft",10
3963,"4,110 sqft",10
3964,"3,279 sqft",10
3965,"total interior livable area: 1,588 sqft",10
3966,"total interior livable area: 1,853 sqft",10
3967,"total interior livable area: 1,961 sqft",10
3968,"3,365 sqft",10
3969,"total interior livable area: 2,094 sqft",10
3970,"3,882 sqft",10
3971,"total interior livable area: 1,595 sqft",10
3972,"3,622 sqft",10
3973,697 sqft,10
3974,"3,790 sqft",10
3975,"total interior livable area: 1,599 sqft",10
3976,"total interior livable area: 2,422 sqft",10
3977,"total interior livable area: 1,409 sqft",9
3978,"3,757 sqft",9
3979,"4,016 sqft",9
3980,"total interior livable area: 1,617 sqft",9
3981,"total interior livable area: 1,922 sqft",9
3982,"total interior livable area: 1,742 sqft",9
3983,"3,607 sqft",9
3984,"total interior livable area: 2,332 sqft",9
3985,"total interior livable area: 2,394 sqft",9
3986,"3,808 sqft",9
3987,"total interior livable area: 1,699 sqft",9
3988,"3,821 sqft",9
3989,"total interior livable area: 2,290 sqft",9
3990,"total interior livable area: 1,214 sqft",9
3991,"3,883 sqft",9
3992,"4,483 sqft",9
3993,"total interior livable area: 2,722 sqft",9
3994,"total interior livable area: 1,211 sqft",9
3995,"3,709 sqft",9
3996,"4,898 sqft",9
3997,"total interior livable area: 2,184 sqft",9
3998,"total interior livable area: 1,376 sqft",9
3999,"total interior livable area: 1,916 sqft",9
4000,"total interior livable area: 1,567 sqft",9
4001,"total interior livable area: 2,460 sqft",9
4002,"3,602 sqft",9
4003,569 sqft,9
4004,"3,978 sqft",9
4005,"3,739 sqft",9
4006,"3,589 sqft",9
4007,"total interior livable area: 1,364 sqft",9
4008,"4,620 sqft",9
4009,"total interior livable area: 1,493 sqft",9
4010,"total interior livable area: 1,363 sqft",9
4011,"3,915 sqft",9
4012,"total interior livable area: 2,270 sqft",9
4013,"total interior livable area: 1,489 sqft",9
4014,"total interior livable area: 2,646 sqft",9
4015,total interior livable area: 650 sqft,9
4016,"3,587 sqft",9
4017,"total interior livable area: 2,256 sqft",9
4018,"4,476 sqft",9
4019,"total interior livable area: 2,037 sqft",9
4020,"total interior livable area: 1,778 sqft",9
4021,484 sqft,9
4022,"total interior livable area: 2,248 sqft",9
4023,"total interior livable area: 1,709 sqft",9
4024,"5,700 sqft",9
4025,"4,106 sqft",9
4026,"3,656 sqft",9
4027,"total interior livable area: 1,995 sqft",9
4028,"total interior livable area: 1,022 sqft",9
4029,"4,274 sqft",9
4030,"4,103 sqft",9
4031,"total interior livable area: 1,631 sqft",9
4032,"2,989 sqft",9
4033,"total interior livable area: 1,198 sqft",9
4034,"total interior livable area: 2,480 sqft",9
4035,"total interior livable area: 1,984 sqft",9
4036,"total interior livable area: 1,547 sqft",9
4037,"total interior livable area: 2,191 sqft",9
4038,"total interior livable area: 2,236 sqft",9
4039,"total interior livable area: 2,039 sqft",9
4040,"total interior livable area: 1,298 sqft",9
4041,"total interior livable area: 2,424 sqft",9
4042,"total interior livable area: 1,913 sqft",9
4043,"4,645 sqft",9
4044,"4,610 sqft",9
4045,"3,827 sqft",9
4046,"3,896 sqft",9
4047,"3,730 sqft",9
4048,"total interior livable area: 1,115 sqft",9
4049,"total interior livable area: 1,142 sqft",9
4050,"3,885 sqft",9
4051,"4,176 sqft",9
4052,"total interior livable area: 2,210 sqft",9
4053,total interior livable area: 876 sqft,9
4054,"total interior livable area: 1,445 sqft",9
4055,"3,253 sqft",9
4056,"3,077 sqft",9
4057,"3,932 sqft",9
4058,"3,798 sqft",9
4059,"total interior livable area: 1,803 sqft",9
4060,"4,307 sqft",9
4061,574 sqft,9
4062,"total interior livable area: 2,134 sqft",9
4063,total interior livable area: 940 sqft,9
4064,"3,959 sqft",9
4065,"total interior livable area: 1,525 sqft",9
4066,"total interior livable area: 2,158 sqft",9
4067,"4,217 sqft",9
4068,"total interior livable area: 1,335 sqft",9
4069,526 sqft,9
4070,"total interior livable area: 1,105 sqft",9
4071,"total interior livable area: 1,058 sqft",9
4072,"3,651 sqft",9
4073,"total interior livable area: 1,630 sqft",9
4074,"total interior livable area: 1,721 sqft",9
4075,"total interior livable area: 1,324 sqft",9
4076,"3,876 sqft",9
4077,"4,184 sqft",9
4078,"4,141 sqft",9
4079,"total interior livable area: 2,585 sqft",9
4080,total interior livable area: 760 sqft,9
4081,"total interior livable area: 1,966 sqft",9
4082,"4,237 sqft",9
4083,"3,831 sqft",9
4084,"4,213 sqft",9
4085,"3,872 sqft",9
4086,"total interior livable area: 2,301 sqft",9
4087,"total interior livable area: 1,455 sqft",9
4088,"total interior livable area: 2,036 sqft",9
4089,"total interior livable area: 1,758 sqft",9
4090,"3,939 sqft",9
4091,"total interior livable area: 1,226 sqft",9
4092,"4,094 sqft",9
4093,"3,627 sqft",9
4094,"total interior livable area: 2,066 sqft",9
4095,"total interior livable area: 1,951 sqft",9
4096,"total interior livable area: 1,775 sqft",9
4097,"3,688 sqft",9
4098,"3,940 sqft",9
4099,"total interior livable area: 1,401 sqft",9
4100,"total interior livable area: 2,662 sqft",9
4101,"total interior livable area: 1,429 sqft",9
4102,"3,782 sqft",9
4103,"3,562 sqft",9
4104,"total interior livable area: 1,158 sqft",9
4105,"total interior livable area: 1,623 sqft",9
4106,"4,148 sqft",9
4107,673 sqft,9
4108,"3,591 sqft",9
4109,"3,786 sqft",9
4110,"4,220 sqft",9
4111,total interior livable area: 780 sqft,9
4112,"total interior livable area: 1,556 sqft",9
4113,"3,608 sqft",9
4114,"3,922 sqft",9
4115,"total interior livable area: 1,070 sqft",9
4116,"3,177 sqft",9
4117,"total interior livable area: 1,486 sqft",9
4118,"3,844 sqft",9
4119,"3,938 sqft",9
4120,"total interior livable area: 1,867 sqft",9
4121,"total interior livable area: 1,614 sqft",9
4122,"3,788 sqft",9
4123,"3,833 sqft",9
4124,"3,956 sqft",9
4125,"total interior livable area: 1,697 sqft",9
4126,"total interior livable area: 1,671 sqft",9
4127,"4,033 sqft",9
4128,"total interior livable area: 1,466 sqft",9
4129,"3,813 sqft",9
4130,"total interior livable area: 1,465 sqft",9
4131,"3,945 sqft",9
4132,"total interior livable area: 2,532 sqft",9
4133,"total interior livable area: 1,435 sqft",9
4134,"total interior livable area: 1,936 sqft",9
4135,"total interior livable area: 2,980 sqft",9
4136,"4,158 sqft",9
4137,"total interior livable area: 2,658 sqft",9
4138,"2,727 sqft",9
4139,"3,485 sqft",9
4140,"4,215 sqft",9
4141,"3,277 sqft",9
4142,"6,750 sqft",9
4143,"total interior livable area: 2,003 sqft",9
4144,"3,817 sqft",9
4145,"4,014 sqft",9
4146,"total interior livable area: 2,436 sqft",9
4147,536 sqft,9
4148,"total interior livable area: 1,905 sqft",9
4149,"total interior livable area: 1,289 sqft",9
4150,"3,707 sqft",9
4151,"total interior livable area: 1,649 sqft",9
4152,591 sqft,9
4153,"total interior livable area: 3,032 sqft",9
4154,"3,996 sqft",9
4155,548 sqft,9
4156,"3,905 sqft",9
4157,"4,575 sqft",9
4158,"total interior livable area: 1,684 sqft",9
4159,"4,552 sqft",9
4160,"total interior livable area: 2,166 sqft",9
4161,"3,764 sqft",9
4162,"total interior livable area: 1,263 sqft",9
4163,"total interior livable area: 1,233 sqft",9
4164,"total interior livable area: 2,262 sqft",9
4165,"3,387 sqft",9
4166,"total interior livable area: 1,101 sqft",9
4167,"total interior livable area: 1,798 sqft",9
4168,"4,023 sqft",9
4169,total interior livable area: 825 sqft,9
4170,"total interior livable area: 2,499 sqft",9
4171,"total interior livable area: 1,978 sqft",9
4172,"4,264 sqft",9
4173,"total interior livable area: 1,894 sqft",9
4174,"3,977 sqft",9
4175,"3,505 sqft",9
4176,"2,897 sqft",9
4177,"total interior livable area: 1,068 sqft",9
4178,"4,182 sqft",9
4179,"4,074 sqft",9
4180,"total interior livable area: 1,187 sqft",9
4181,"total interior livable area: 2,065 sqft",9
4182,"total interior livable area: 1,459 sqft",9
4183,"total interior livable area: 2,808 sqft",9
4184,"total interior livable area: 1,784 sqft",9
4185,"4,038 sqft",9
4186,"total interior livable area: 1,103 sqft",9
4187,440 sqft,9
4188,"3,489 sqft",9
4189,"total interior livable area: 1,676 sqft",9
4190,"total interior livable area: 1,417 sqft",9
4191,"4,132 sqft",9
4192,"total interior livable area: 1,336 sqft",9
4193,"total interior livable area: 1,054 sqft",9
4194,"3,862 sqft",9
4195,"328,560 sqft",9
4196,"total interior livable area: 2,042 sqft",9
4197,"4,254 sqft",9
4198,"4,018 sqft",9
4199,"3,811 sqft",9
4200,"total interior livable area: 1,511 sqft",9
4201,"total interior livable area: 1,982 sqft",9
4202,"total interior livable area: 1,175 sqft",9
4203,"total interior livable area: 1,673 sqft",9
4204,"total interior livable area: 2,165 sqft",9
4205,"total interior livable area: 2,159 sqft",9
4206,"total interior livable area: 1,779 sqft",9
4207,"4,135 sqft",9
4208,"3,663 sqft",9
4209,"3,861 sqft",9
4210,"total interior livable area: 1,651 sqft",9
4211,"total interior livable area: 1,877 sqft",9
4212,"total interior livable area: 1,194 sqft",9
4213,"total interior livable area: 1,967 sqft",9
4214,310 sqft,9
4215,"3,964 sqft",9
4216,"3,655 sqft",9
4217,"4,875 sqft",9
4218,"4,908 sqft",9
4219,"total interior livable area: 1,882 sqft",9
4220,"total interior livable area: 1,497 sqft",9
4221,"total interior livable area: 2,389 sqft",9
4222,"total interior livable area: 2,360 sqft",9
4223,"total interior livable area: 2,768 sqft",9
4224,"6,150 sqft",9
4225,"4,133 sqft",9
4226,"3,975 sqft",9
4227,"3,777 sqft",9
4228,"total interior livable area: 2,244 sqft",9
4229,"3,995 sqft",9
4230,535 sqft,9
4231,"4,276 sqft",9
4232,"3,809 sqft",9
4233,"3,531 sqft",9
4234,"4,390 sqft",9
4235,"total interior livable area: 1,085 sqft",9
4236,"total interior livable area: 1,551 sqft",9
4237,"total interior livable area: 1,958 sqft",9
4238,"total interior livable area: 1,378 sqft",9
4239,"total interior livable area: 1,322 sqft",9
4240,"total interior livable area: 1,478 sqft",9
4241,"total interior livable area: 2,113 sqft",9
4242,"total interior livable area: 1,852 sqft",9
4243,"total interior livable area: 1,510 sqft",9
4244,"total interior livable area: 2,488 sqft",9
4245,"total interior livable area: 2,481 sqft",8
4246,"2,971 sqft",8
4247,"total interior livable area: 3,008 sqft",8
4248,"total interior livable area: 1,981 sqft",8
4249,"4,511 sqft",8
4250,"4,380 sqft",8
4251,"total interior livable area: 1,669 sqft",8
4252,"total interior livable area: 2,476 sqft",8
4253,"total interior livable area: 1,163 sqft",8
4254,"3,423 sqft",8
4255,"total interior livable area: 1,347 sqft",8
4256,"total interior livable area: 2,375 sqft",8
4257,"total interior livable area: 1,515 sqft",8
4258,"3,339 sqft",8
4259,"4,396 sqft",8
4260,544 sqft,8
4261,"373,772 sqft",8
4262,"total interior livable area: 2,187 sqft",8
4263,"total interior livable area: 2,001 sqft",8
4264,"total interior livable area: 2,102 sqft",8
4265,"total interior livable area: 1,206 sqft",8
4266,"total interior livable area: 1,827 sqft",8
4267,"3,674 sqft",8
4268,"total interior livable area: 1,474 sqft",8
4269,total interior livable area: 804 sqft,8
4270,"total interior livable area: 1,341 sqft",8
4271,464 sqft,8
4272,"total interior livable area: 1,172 sqft",8
4273,603 sqft,8
4274,"4,024 sqft",8
4275,"total interior livable area: 1,057 sqft",8
4276,"5,356 sqft",8
4277,"4,534 sqft",8
4278,565 sqft,8
4279,432 sqft,8
4280,"total interior livable area: 2,382 sqft",8
4281,"3,802 sqft",8
4282,"total interior livable area: 1,695 sqft",8
4283,"7,600 sqft",8
4284,"total interior livable area: 1,239 sqft",8
4285,"4,097 sqft",8
4286,"3,931 sqft",8
4287,"4,920 sqft",8
4288,"4,159 sqft",8
4289,"total interior livable area: 1,819 sqft",8
4290,"4,609 sqft",8
4291,"3,979 sqft",8
4292,"total interior livable area: 2,786 sqft",8
4293,"total interior livable area: 1,809 sqft",8
4294,"3,774 sqft",8
4295,"total interior livable area: 2,870 sqft",8
4296,"total interior livable area: 2,571 sqft",8
4297,"4,874 sqft",8
4298,"total interior livable area: 1,053 sqft",8
4299,486 sqft,8
4300,"total interior livable area: 2,144 sqft",8
4301,"4,028 sqft",8
4302,"4,247 sqft",8
4303,"3,812 sqft",8
4304,"4,031 sqft",8
4305,"4,514 sqft",8
4306,"total interior livable area: 2,824 sqft",8
4307,"3,398 sqft",8
4308,"3,824 sqft",8
4309,"3,751 sqft",8
4310,"3,654 sqft",8
4311,total interior livable area: 897 sqft,8
4312,"total interior livable area: 2,056 sqft",8
4313,"2,769 sqft",8
4314,"4,034 sqft",8
4315,"total interior livable area: 1,339 sqft",8
4316,"total interior livable area: 1,655 sqft",8
4317,"total interior livable area: 2,442 sqft",8
4318,total interior livable area: 998 sqft,8
4319,"total interior livable area: 2,622 sqft",8
4320,"total interior livable area: 2,328 sqft",8
4321,"total interior livable area: 2,294 sqft",8
4322,"total interior livable area: 1,903 sqft",8
4323,"4,004 sqft",8
4324,"total interior livable area: 1,789 sqft",8
4325,"3,579 sqft",8
4326,"total interior livable area: 1,989 sqft",8
4327,"4,512 sqft",8
4328,"total interior livable area: 2,952 sqft",8
4329,"12,500 sqft",8
4330,"3,664 sqft",8
4331,"total interior livable area: 1,015 sqft",8
4332,"3,737 sqft",8
4333,"5,120 sqft",8
4334,"total interior livable area: 1,345 sqft",8
4335,"4,208 sqft",8
4336,"total interior livable area: 3,260 sqft",8
4337,"total interior livable area: 1,925 sqft",8
4338,"11,000 sqft",8
4339,462 sqft,8
4340,"total interior livable area: 2,440 sqft",8
4341,"total interior livable area: 2,035 sqft",8
4342,"4,196 sqft",8
4343,"4,782 sqft",8
4344,"4,204 sqft",8
4345,"total interior livable area: 1,503 sqft",8
4346,"10,200 sqft",8
4347,"4,391 sqft",8
4348,"total interior livable area: 1,210 sqft",8
4349,"3,552 sqft",8
4350,"total interior livable area: 1,555 sqft",8
4351,"total interior livable area: 2,254 sqft",8
4352,"total interior livable area: 2,484 sqft",8
4353,"4,142 sqft",8
4354,"total interior livable area: 1,618 sqft",8
4355,571 sqft,8
4356,"total interior livable area: 2,378 sqft",8
4357,"total interior livable area: 2,125 sqft",8
4358,"4,472 sqft",8
4359,"3,644 sqft",8
4360,total interior livable area: 680 sqft,8
4361,"4,005 sqft",8
4362,654 sqft,8
4363,507 sqft,8
4364,"total interior livable area: 1,562 sqft",8
4365,"total interior livable area: 1,094 sqft",8
4366,"4,146 sqft",8
4367,"total interior livable area: 1,186 sqft",8
4368,"5,026 sqft",8
4369,522 sqft,8
4370,749 sqft,8
4371,"total interior livable area: 3,111 sqft",8
4372,"total interior livable area: 2,218 sqft",8
4373,"total interior livable area: 2,787 sqft",8
4374,"4,323 sqft",8
4375,"3,647 sqft",8
4376,"4,171 sqft",8
4377,"total interior livable area: 1,799 sqft",8
4378,"total interior livable area: 1,301 sqft",8
4379,"4,072 sqft",8
4380,"total interior livable area: 2,390 sqft",8
4381,"3,895 sqft",8
4382,"total interior livable area: 2,106 sqft",8
4383,"4,062 sqft",8
4384,531 sqft,8
4385,"total interior livable area: 1,724 sqft",8
4386,"total interior livable area: 1,763 sqft",8
4387,"total interior livable area: 2,704 sqft",8
4388,"217,800 sqft",8
4389,"4,656 sqft",8
4390,"4,166 sqft",8
4391,"3,713 sqft",8
4392,"total interior livable area: 2,953 sqft",8
4393,"total interior livable area: 1,407 sqft",8
4394,"total interior livable area: 1,727 sqft",8
4395,681 sqft,8
4396,"4,601 sqft",8
4397,"total interior livable area: 2,802 sqft",8
4398,"total interior livable area: 1,892 sqft",8
4399,"total interior livable area: 1,023 sqft",8
4400,"4,707 sqft",8
4401,"5,712 sqft",8
4402,"total interior livable area: 1,133 sqft",8
4403,"total interior livable area: 1,406 sqft",8
4404,"total interior livable area: 1,678 sqft",8
4405,"total interior livable area: 2,285 sqft",8
4406,"4,045 sqft",8
4407,"total interior livable area: 2,730 sqft",8
4408,"5,150 sqft",8
4409,"total interior livable area: 1,124 sqft",8
4410,"5,480 sqft",8
4411,"430,000 sqft",8
4412,"total interior livable area: 2,799 sqft",8
4413,"total interior livable area: 1,689 sqft",8
4414,"3,901 sqft",8
4415,"4,443 sqft",8
4416,"total interior livable area: 2,235 sqft",8
4417,total interior livable area: 550 sqft,8
4418,"total interior livable area: 1,987 sqft",8
4419,"3,469 sqft",8
4420,"3,727 sqft",8
4421,"total interior livable area: 1,086 sqft",8
4422,"total interior livable area: 2,271 sqft",8
4423,total interior livable area: 981 sqft,8
4424,"4,546 sqft",8
4425,"3,795 sqft",8
4426,"3,753 sqft",8
4427,"total interior livable area: 2,047 sqft",8
4428,"4,112 sqft",8
4429,"total interior livable area: 1,355 sqft",8
4430,"total interior livable area: 2,856 sqft",8
4431,"total interior livable area: 1,829 sqft",8
4432,"total interior livable area: 1,589 sqft",8
4433,"3,908 sqft",8
4434,"total interior livable area: 1,970 sqft",8
4435,"total interior livable area: 2,364 sqft",8
4436,"total interior livable area: 1,049 sqft",8
4437,"4,744 sqft",8
4438,"total interior livable area: 1,879 sqft",8
4439,"total interior livable area: 1,246 sqft",8
4440,total interior livable area: 796 sqft,8
4441,"3,923 sqft",8
4442,"4,096 sqft",8
4443,"4,502 sqft",8
4444,"3,196 sqft",8
4445,"3,851 sqft",8
4446,total interior livable area: 963 sqft,8
4447,"total interior livable area: 3,125 sqft",8
4448,"4,144 sqft",8
4449,"total interior livable area: 2,720 sqft",8
4450,"total interior livable area: 1,992 sqft",8
4451,"total interior livable area: 1,654 sqft",8
4452,"total interior livable area: 2,556 sqft",8
4453,"total interior livable area: 2,505 sqft",8
4454,"total interior livable area: 1,977 sqft",8
4455,"4,088 sqft",8
4456,"total interior livable area: 2,072 sqft",8
4457,"total interior livable area: 2,117 sqft",8
4458,"3,551 sqft",8
4459,"3,441 sqft",8
4460,"total interior livable area: 2,149 sqft",8
4461,"total interior livable area: 2,334 sqft",8
4462,"3,293 sqft",8
4463,"total interior livable area: 1,807 sqft",8
4464,"total interior livable area: 1,213 sqft",8
4465,"total interior livable area: 2,041 sqft",8
4466,"total interior livable area: 1,851 sqft",8
4467,"total interior livable area: 1,653 sqft",8
4468,"total interior livable area: 2,145 sqft",8
4469,"3,577 sqft",8
4470,"total interior livable area: 1,449 sqft",8
4471,"3,893 sqft",8
4472,total interior livable area: 922 sqft,8
4473,"total interior livable area: 1,065 sqft",8
4474,460 sqft,8
4475,"total interior livable area: 3,400 sqft",8
4476,"total interior livable area: 1,997 sqft",8
4477,"3,855 sqft",8
4478,"total interior livable area: 2,657 sqft",8
4479,"total interior livable area: 2,114 sqft",8
4480,"total interior livable area: 2,171 sqft",8
4481,"4,085 sqft",8
4482,"3,970 sqft",8
4483,"total interior livable area: 2,172 sqft",8
4484,"3,789 sqft",8
4485,"total interior livable area: 2,636 sqft",8
4486,"4,115 sqft",8
4487,"4,531 sqft",8
4488,"4,535 sqft",8
4489,"4,127 sqft",8
4490,"total interior livable area: 2,560 sqft",8
4491,"total interior livable area: 2,141 sqft",8
4492,"4,452 sqft",8
4493,"total interior livable area: 1,522 sqft",8
4494,"total interior livable area: 1,059 sqft",8
4495,"4,186 sqft",8
4496,"total interior livable area: 1,385 sqft",8
4497,"total interior livable area: 1,509 sqft",8
4498,"total interior livable area: 2,054 sqft",8
4499,"total interior livable area: 1,834 sqft",8
4500,"3,394 sqft",8
4501,"4,294 sqft",8
4502,"total interior livable area: 1,565 sqft",8
4503,"total interior livable area: 1,499 sqft",8
4504,"4,750 sqft",8
4505,"3,669 sqft",8
4506,"total interior livable area: 1,957 sqft",8
4507,"total interior livable area: 2,498 sqft",8
4508,"total interior livable area: 2,155 sqft",8
4509,"4,759 sqft",8
4510,"total interior livable area: 1,615 sqft",8
4511,"total interior livable area: 1,743 sqft",8
4512,"total interior livable area: 2,778 sqft",8
4513,"4,330 sqft",8
4514,"6,700 sqft",8
4515,"3,967 sqft",8
4516,"total interior livable area: 1,132 sqft",8
4517,"4,138 sqft",8
4518,"total interior livable area: 1,646 sqft",8
4519,"total interior livable area: 2,098 sqft",8
4520,"total interior livable area: 1,885 sqft",8
4521,"4,067 sqft",8
4522,"5,550 sqft",8
4523,"4,290 sqft",8
4524,total interior livable area: 914 sqft,8
4525,"total interior livable area: 1,983 sqft",8
4526,"4,686 sqft",8
4527,"total interior livable area: 3,024 sqft",8
4528,"total interior livable area: 2,077 sqft",8
4529,679 sqft,8
4530,"total interior livable area: 1,231 sqft",8
4531,"4,464 sqft",8
4532,674 sqft,8
4533,"total interior livable area: 1,832 sqft",8
4534,"total interior livable area: 1,891 sqft",8
4535,"total interior livable area: 1,979 sqft",8
4536,"4,398 sqft",8
4537,total interior livable area: 966 sqft,8
4538,"total interior livable area: 1,719 sqft",8
4539,total interior livable area: 728 sqft,8
4540,"total interior livable area: 2,152 sqft",8
4541,"3,711 sqft",8
4542,"total interior livable area: 2,108 sqft",8
4543,"total interior livable area: 1,783 sqft",8
4544,"total interior livable area: 1,477 sqft",8
4545,"4,119 sqft",8
4546,"total interior livable area: 2,148 sqft",8
4547,"total interior livable area: 1,099 sqft",8
4548,"total interior livable area: 2,452 sqft",8
4549,"total interior livable area: 2,537 sqft",8
4550,"total interior livable area: 1,734 sqft",8
4551,"4,540 sqft",8
4552,"total interior livable area: 2,103 sqft",8
4553,"3,836 sqft",8
4554,"3,845 sqft",8
4555,"total interior livable area: 1,959 sqft",8
4556,"4,486 sqft",7
4557,"total interior livable area: 2,632 sqft",7
4558,"3,558 sqft",7
4559,"3,936 sqft",7
4560,"total interior livable area: 2,527 sqft",7
4561,"total interior livable area: 1,619 sqft",7
4562,"3,443 sqft",7
4563,"total interior livable area: 2,570 sqft",7
4564,total interior livable area: 770 sqft,7
4565,"total interior livable area: 2,206 sqft",7
4566,"3,251 sqft",7
4567,"total interior livable area: 2,890 sqft",7
4568,510 sqft,7
4569,"total interior livable area: 5,000 sqft",7
4570,516 sqft,7
4571,"total interior livable area: 1,245 sqft",7
4572,"total interior livable area: 1,677 sqft",7
4573,"total interior livable area: 1,423 sqft",7
4574,"total interior livable area: 1,802 sqft",7
4575,"total interior livable area: 2,318 sqft",7
4576,"total interior livable area: 2,115 sqft",7
4577,"3,449 sqft",7
4578,"3,333 sqft",7
4579,"3,662 sqft",7
4580,total interior livable area: 979 sqft,7
4581,"total interior livable area: 1,469 sqft",7
4582,"total interior livable area: 2,940 sqft",7
4583,"4,272 sqft",7
4584,"4,083 sqft",7
4585,"4,317 sqft",7
4586,"total interior livable area: 2,330 sqft",7
4587,"total interior livable area: 1,751 sqft",7
4588,"4,114 sqft",7
4589,595 sqft,7
4590,"3,839 sqft",7
4591,"total interior livable area: 1,311 sqft",7
4592,"5,913 sqft",7
4593,"total interior livable area: 3,130 sqft",7
4594,"4,226 sqft",7
4595,"total interior livable area: 1,491 sqft",7
4596,"total interior livable area: 1,279 sqft",7
4597,"3,842 sqft",7
4598,"3,263 sqft",7
4599,558 sqft,7
4600,"total interior livable area: 2,104 sqft",7
4601,"total interior livable area: 3,334 sqft",7
4602,"total interior livable area: 1,594 sqft",7
4603,"3,971 sqft",7
4604,"3,653 sqft",7
4605,total interior livable area: 784 sqft,7
4606,"4,113 sqft",7
4607,"5,663 sqft",7
4608,"total interior livable area: 1,732 sqft",7
4609,"total interior livable area: 2,292 sqft",7
4610,"3,943 sqft",7
4611,total interior livable area: 624 sqft,7
4612,"total interior livable area: 1,302 sqft",7
4613,"4,960 sqft",7
4614,"3,573 sqft",7
4615,"3,491 sqft",7
4616,"total interior livable area: 2,277 sqft",7
4617,"total interior livable area: 2,208 sqft",7
4618,"5,056 sqft",7
4619,"total interior livable area: 1,994 sqft",7
4620,"total interior livable area: 2,512 sqft",7
4621,"total interior livable area: 1,797 sqft",7
4622,"total interior livable area: 4,300 sqft",7
4623,"4,246 sqft",7
4624,"3,471 sqft",7
4625,"total interior livable area: 2,902 sqft",7
4626,"4,333 sqft",7
4627,"3,859 sqft",7
4628,"total interior livable area: 2,196 sqft",7
4629,"4,383 sqft",7
4630,"5,102 sqft",7
4631,"3,929 sqft",7
4632,"4,614 sqft",7
4633,"total interior livable area: 2,237 sqft",7
4634,"total interior livable area: 1,927 sqft",7
4635,"4,585 sqft",7
4636,"4,368 sqft",7
4637,"total interior livable area: 2,832 sqft",7
4638,"3,778 sqft",7
4639,"5,175 sqft",7
4640,"total interior livable area: 1,241 sqft",7
4641,"3,738 sqft",7
4642,"total interior livable area: 3,192 sqft",7
4643,"3,557 sqft",7
4644,"total interior livable area: 1,001 sqft",7
4645,"4,061 sqft",7
4646,"total interior livable area: 2,606 sqft",7
4647,"total interior livable area: 2,163 sqft",7
4648,"4,239 sqft",7
4649,"4,652 sqft",7
4650,"total interior livable area: 1,667 sqft",7
4651,total interior livable area: 730 sqft,7
4652,"total interior livable area: 1,636 sqft",7
4653,"3,594 sqft",7
4654,"total interior livable area: 2,462 sqft",7
4655,"4,385 sqft",7
4656,"4,587 sqft",7
4657,"total interior livable area: 1,814 sqft",7
4658,"total interior livable area: 1,361 sqft",7
4659,"4,202 sqft",7
