,index,sqft
12025,"57,935 sqft",1
12026,"total interior livable area: 7,494 sqft",1
12027,"79,062 sqft",1
12028,"4,929 sqft",1
12029,"7,089 sqft",1
12030,"32,000 sqft",1
12031,"67,500 sqft",1
12032,218 sqft,1
12033,"41,028 sqft",1
12034,"total interior livable area: 3,039 sqft",1
12035,"11,778 sqft",1
12036,"total interior livable area: 2,613 sqft",1
12037,"total interior livable area: 9,878 sqft",1
12038,"8,832 sqft",1
12039,"174,580 sqft",1
12040,"4,963 sqft",1
12041,"6,587 sqft",1
12042,"5,936 sqft",1
12043,"7,327 sqft",1
12044,"14,813 sqft",1
12045,"38,277 sqft",1
12046,"total interior livable area: 3,876 sqft",1
12047,"total interior livable area: 4,830 sqft",1
12048,"7,083 sqft",1
12049,"7,455 sqft",1
12050,"total interior livable area: 2,779 sqft",1
12051,"121,369 sqft",1
12052,"total interior livable area: 3,973 sqft",1
12053,"19,077 sqft",1
12054,"total interior livable area: 7,711 sqft",1
12055,"total interior livable area: 5,641 sqft",1
12056,"19,384 sqft",1
12057,"6,312 sqft",1
12058,"total interior livable area: 5,027 sqft",1
12059,"total interior livable area: 2,615 sqft",1
12060,"total interior livable area: 3,458 sqft",1
12061,"9,091 sqft",1
12062,"total interior livable area: 3,379 sqft",1
12063,"total interior livable area: 11,500 sqft",1
12064,"total interior livable area: 4,595 sqft",1
12065,"47,040 sqft",1
12066,"102,024 sqft",1
12067,"7,415 sqft",1
12068,"5,546 sqft",1
12069,"7,470 sqft",1
12070,"total interior livable area: 5,392 sqft",1
12071,"5,601 sqft",1
12072,112 sqft,1
12073,"total interior livable area: 3,909 sqft",1
12074,"6,722 sqft",1
12075,"11,400 sqft",1
12076,"224,000 sqft",1
12077,"total interior livable area: 8,500 sqft",1
12078,"32,589 sqft",1
12079,"5,523 sqft",1
12080,"total interior livable area: 10,581 sqft",1
12081,"total interior livable area: 16,936 sqft",1
12082,total interior livable area: 451 sqft,1
12083,"total interior livable area: 9,865 sqft",1
12084,"104,238 sqft",1
12085,"105,415 sqft",1
12086,"5,510 sqft",1
12087,"5,339 sqft",1
12088,"37,510 sqft",1
12089,"total interior livable area: 6,905 sqft",1
12090,"61,500 sqft",1
12091,"12,892 sqft",1
12092,"total interior livable area: 7,551 sqft",1
12093,"160,311 sqft",1
12094,"total interior livable area: 4,944 sqft",1
12095,"7,951 sqft",1
12096,"total interior livable area: 6,761 sqft",1
12097,"total interior livable area: 4,436 sqft",1
12098,"83,768 sqft",1
12099,"6,422 sqft",1
12100,"10,948 sqft",1
12101,"77,280 sqft",1
12102,"9,273 sqft",1
12103,"63,229 sqft",1
12104,"11,647 sqft",1
12105,"106,983 sqft",1
12106,"total interior livable area: 5,149 sqft",1
12107,"107,449 sqft",1
12108,total interior livable area: 617 sqft,1
12109,"total interior livable area: 7,693 sqft",1
12110,"14,875 sqft",1
12111,total interior livable area: 536 sqft,1
12112,"32,234 sqft",1
12113,"106,800 sqft",1
12114,"total interior livable area: 4,906 sqft",1
12115,total interior livable area: 489 sqft,1
12116,"total interior livable area: 6,956 sqft",1
12117,"19,298 sqft",1
12118,"total interior livable area: 4,065 sqft",1
12119,"5,445 sqft",1
12120,"123,898 sqft",1
12121,"5,608 sqft",1
12122,"7,474 sqft",1
12123,"total interior livable area: 3,900 sqft",1
12124,"7,442 sqft",1
12125,"total interior livable area: 7,328 sqft",1
12126,"23,474 sqft",1
12127,"total interior livable area: 14,954 sqft",1
12128,"6,871 sqft",1
12129,"9,375 sqft",1
12130,total interior livable area: 508 sqft,1
12131,"total interior livable area: 21,420 sqft",1
12132,"8,542 sqft",1
12133,"total interior livable area: 3,357 sqft",1
12134,"22,584 sqft",1
12135,"total interior livable area: 5,793 sqft",1
12136,"total interior livable area: 5,351 sqft",1
12137,"41,106 sqft",1
12138,"5,955 sqft",1
12139,"5,429 sqft",1
12140,"6,112 sqft",1
12141,"total interior livable area: 7,378 sqft",1
12142,"total interior livable area: 10,660 sqft",1
12143,"135,472 sqft",1
12144,"161,001 sqft",1
12145,"9,571 sqft",1
12146,"60,692 sqft",1
12147,"9,626 sqft",1
12148,"total interior livable area: 3,585 sqft",1
12149,"5,246 sqft",1
12150,"12,426 sqft",1
12151,"total interior livable area: 5,271 sqft",1
12152,"total interior livable area: 3,276 sqft",1
12153,"12,204 sqft",1
12154,"total interior livable area: 6,468 sqft",1
12155,"total interior livable area: 3,305 sqft",1
12156,"15,464 sqft",1
12157,"5,901 sqft",1
12158,"131,355 sqft",1
12159,"10,965 sqft",1
12160,"5,366 sqft",1
12161,"29,000 sqft",1
12162,"total interior livable area: 3,496 sqft",1
12163,"8,158 sqft",1
12164,"13,847 sqft",1
12165,"total interior livable area: 3,655 sqft",1
12166,"total interior livable area: 4,330 sqft",1
12167,"total interior livable area: 19,765 sqft",1
12168,"total interior livable area: 5,267 sqft",1
12169,"5,905 sqft",1
12170,"8,347 sqft",1
12171,"total interior livable area: 3,963 sqft",1
12172,"total interior livable area: 3,922 sqft",1
12173,"6,547 sqft",1
12174,"9,222 sqft",1
12175,"6,159 sqft",1
12176,"total interior livable area: 2,746 sqft",1
12177,"32,645 sqft",1
12178,"total interior livable area: 15,400 sqft",1
12179,"total interior livable area: 3,919 sqft",1
12180,"12,641 sqft",1
12181,"76,313 sqft",1
12182,"7,860 sqft",1
12183,"31,360 sqft",1
12184,total interior livable area: 441 sqft,1
12185,"total interior livable area: 6,717 sqft",1
12186,"7,744 sqft",1
12187,"6,517 sqft",1
12188,"6,518 sqft",1
12189,"9,503 sqft",1
12190,"8,091 sqft",1
12191,"7,501 sqft",1
12192,"6,425 sqft",1
12193,"11,878 sqft",1
12194,total interior livable area: 403 sqft,1
12195,"total interior livable area: 5,301 sqft",1
12196,"41,817 sqft",1
12197,"17,984 sqft",1
12198,"6,399 sqft",1
12199,"48,846 sqft",1
12200,"31,000 sqft",1
12201,"286,550 sqft",1
12202,"74,702 sqft",1
12203,"total interior livable area: 2,982 sqft",1
12204,"7,321 sqft",1
12205,"12,780 sqft",1
12206,"total interior livable area: 3,911 sqft",1
12207,"6,754 sqft",1
12208,"total interior livable area: 3,598 sqft",1
12209,"48,918 sqft",1
12210,"total interior livable area: 5,205 sqft",1
12211,"total interior livable area: 5,997 sqft",1
12212,"23,720 sqft",1
12213,"136,820 sqft",1
12214,"57,600 sqft",1
12215,"8,117 sqft",1
12216,"total interior livable area: 4,911 sqft",1
12217,"62,508 sqft",1
12218,"17,318 sqft",1
12219,"119,281 sqft",1
12220,"total interior livable area: 5,854 sqft",1
12221,"3,974 sqft",1
12222,"total interior livable area: 8,532 sqft",1
12223,"7,366 sqft",1
12224,"total interior livable area: 6,370 sqft",1
12225,"total interior livable area: 6,157 sqft",1
12226,"6,295 sqft",1
12227,"5,647 sqft",1
12228,"5,769 sqft",1
12229,"8,149 sqft",1
12230,"total interior livable area: 5,844 sqft",1
12231,"total interior livable area: 4,026 sqft",1
12232,"7,017 sqft",1
12233,"total interior livable area: 4,459 sqft",1
12234,"7,185 sqft",1
12235,"6,442 sqft",1
12236,"14,370 sqft",1
12237,"8,139 sqft",1
12238,"79,296 sqft",1
12239,"108,817 sqft",1
12240,"total interior livable area: 5,950 sqft",1
12241,"total interior livable area: 3,562 sqft",1
12242,"11,490 sqft",1
12243,"8,999 sqft",1
12244,"7,203 sqft",1
12245,"7,707 sqft",1
12246,"23,438 sqft",1
12247,"total interior livable area: 3,505 sqft",1
12248,"8,304 sqft",1
12249,"4,841 sqft",1
12250,"80,652 sqft",1
12251,"total interior livable area: 8,560 sqft",1
12252,"5,512 sqft",1
12253,"total interior livable area: 3,693 sqft",1
12254,"total interior livable area: 7,690 sqft",1
12255,"7,086 sqft",1
12256,total interior livable area: 455 sqft,1
12257,"4,255 sqft",1
12258,"total interior livable area: 10,359 sqft",1
12259,"8,505 sqft",1
12260,"total interior livable area: 4,977 sqft",1
12261,"8,648 sqft",1
12262,"16,152 sqft",1
12263,"36,366 sqft",1
12264,"total interior livable area: 5,486 sqft",1
12265,"6,146 sqft",1
12266,"7,350 sqft",1
12267,"9,642 sqft",1
12268,"8,560 sqft",1
12269,"total interior livable area: 5,602 sqft",1
12270,"5,812 sqft",1
12271,"6,742 sqft",1
12272,"total interior livable area: 7,415 sqft",1
12273,"total interior livable area: 5,895 sqft",1
12274,"total interior livable area: 3,235 sqft",1
12275,"total interior livable area: 5,491 sqft",1
12276,"total interior livable area: 3,456 sqft",1
12277,"total interior livable area: 2,699 sqft",1
12278,"total interior livable area: 2,511 sqft",1
12279,"6,212 sqft",1
12280,"total interior livable area: 3,975 sqft",1
12281,"273,583 sqft",1
12282,"176,853 sqft",1
12283,"total interior livable area: 7,309 sqft",1
12284,"784,080 sqft",1
12285,"5,543 sqft",1
12286,"43,495 sqft",1
12287,"40,903 sqft",1
12288,"4,901 sqft",1
12289,"6,033 sqft",1
12290,total interior livable area: 522 sqft,1
12291,"total interior livable area: 4,606 sqft",1
12292,"6,856 sqft",1
12293,"5,844 sqft",1
12294,"44,351 sqft",1
12295,"105,675 sqft",1
12296,"5,894 sqft",1
12297,"683,892 sqft",1
12298,"10,034 sqft",1
12299,"total interior livable area: 3,623 sqft",1
12300,"total interior livable area: 7,869 sqft",1
12301,"9,319 sqft",1
12302,"total interior livable area: 8,976 sqft",1
12303,"6,323 sqft",1
12304,"100,600 sqft",1
12305,"5,018 sqft",1
12306,"7,142 sqft",1
12307,"11,795 sqft",1
12308,"107,600 sqft",1
12309,"6,938 sqft",1
12310,"total interior livable area: 3,046 sqft",1
12311,"22,216 sqft",1
12312,"total interior livable area: 4,381 sqft",1
12313,"total interior livable area: 2,983 sqft",1
12314,"12,311 sqft",1
12315,"149,786 sqft",1
12316,"5,511 sqft",1
12317,"127,961 sqft",1
12318,"175,671 sqft",1
12319,"90,300 sqft",1
12320,"9,998 sqft",1
12321,"total interior livable area: 8,555 sqft",1
12322,"total interior livable area: 4,397 sqft",1
12323,"total interior livable area: 11,459 sqft",1
12324,"1,598,652 sqft",1
12325,"5,772 sqft",1
12326,"12,173 sqft",1
12327,total interior livable area: 541 sqft,1
12328,"7,376 sqft",1
12329,"5,525 sqft",1
12330,"192,616 sqft",1
12331,"total interior livable area: 3,076 sqft",1
12332,"total interior livable area: 7,500 sqft",1
12333,"30,929 sqft",1
12334,"9,427 sqft",1
12335,"5,563 sqft",1
12336,"6,827 sqft",1
12337,"total interior livable area: 4,389 sqft",1
12338,"total interior livable area: 4,917 sqft",1
12339,"16,122 sqft",1
12340,"total interior livable area: 4,032 sqft",1
12341,"8,459 sqft",1
12342,"total interior livable area: 7,754 sqft",1
12343,179 sqft,1
12344,"total interior livable area: 15,995 sqft",1
12345,"88,359 sqft",1
12346,"total interior livable area: 3,677 sqft",1
12347,11 sqft,1
12348,"6,018 sqft",1
12349,"total interior livable area: 4,316 sqft",1
12350,"155,938 sqft",1
12351,"6,566 sqft",1
12352,"17,019 sqft",1
12353,"7,081 sqft",1
12354,"total interior livable area: 4,590 sqft",1
12355,"total interior livable area: 3,914 sqft",1
12356,"11,863 sqft",1
12357,"total interior livable area: 4,388 sqft",1
12358,"total interior livable area: 9,234 sqft",1
12359,"6,074 sqft",1
12360,"6,237 sqft",1
12361,"108,939 sqft",1
12362,"100,187 sqft",1
12363,total interior livable area: 514 sqft,1
12364,"104,981 sqft",1
12365,"6,795 sqft",1
12366,"19,565 sqft",1
12367,"27,406 sqft",1
12368,314 sqft,1
12369,"total interior livable area: 3,384 sqft",1
12370,"10,695 sqft",1
12371,"total interior livable area: 4,960 sqft",1
12372,"8,543 sqft",1
12373,"5,735 sqft",1
12374,"9,640 sqft",1
12375,"6,640 sqft",1
12376,"452,258 sqft",1
12377,"7,157 sqft",1
12378,"21,479 sqft",1
12379,"92,239 sqft",1
12380,"26,088 sqft",1
12381,"6,693 sqft",1
12382,"5,805 sqft",1
12383,"8,626 sqft",1
12384,"11,223 sqft",1
12385,"19,166 sqft",1
12386,"186,001 sqft",1
12387,"8,751 sqft",1
12388,"8,647 sqft",1
12389,"8,504 sqft",1
12390,"total interior livable area: 11,598 sqft",1
12391,"total interior livable area: 4,031 sqft",1
12392,"600,613 sqft",1
12393,"99,500 sqft",1
12394,"8,065 sqft",1
12395,"8,856 sqft",1
12396,"92,688 sqft",1
12397,"6,156 sqft",1
12398,"5,664 sqft",1
12399,"6,769 sqft",1
12400,"23,958 sqft",1
12401,"total interior livable area: 5,200 sqft",1
12402,"9,398 sqft",1
12403,"6,953 sqft",1
12404,"total interior livable area: 2,869 sqft",1
12405,"176,061 sqft",1
12406,"131,986 sqft",1
12407,"total interior livable area: 6,422 sqft",1
12408,"total interior livable area: 5,433 sqft",1
12409,"total interior livable area: 4,375 sqft",1
12410,"total interior livable area: 8,788 sqft",1
12411,"7,065 sqft",1
12412,"total interior livable area: 11,923 sqft",1
12413,"26,274 sqft",1
12414,"15,984 sqft",1
12415,"18,450 sqft",1
12416,"5,995 sqft",1
12417,"total interior livable area: 4,283 sqft",1
12418,"8,173 sqft",1
12419,"12,180 sqft",1
12420,"7,720 sqft",1
12421,total interior livable area: 639 sqft,1
12422,"119,500 sqft",1
12423,"25,876 sqft",1
12424,"8,187 sqft",1
12425,"total interior livable area: 8,773 sqft",1
12426,"46,881 sqft",1
12427,"18,750 sqft",1
12428,"total interior livable area: 6,293 sqft",1
12429,"7,892 sqft",1
12430,"19,825 sqft",1
12431,"10,633 sqft",1
12432,"5,372 sqft",1
12433,"6,370 sqft",1
12434,"69,654 sqft",1
12435,"94,685 sqft",1
12436,"8,965 sqft",1
12437,"6,166 sqft",1
12438,"total interior livable area: 5,814 sqft",1
12439,"6,960 sqft",1
12440,"13,925 sqft",1
12441,"total interior livable area: 7,608 sqft",1
12442,total interior livable area: 563 sqft,1
12443,"total interior livable area: 11,910 sqft",1
12444,"7,541 sqft",1
12445,"total interior livable area: 9,024 sqft",1
12446,"6,886 sqft",1
12447,"7,852 sqft",1
12448,"total interior livable area: 15,100 sqft",1
12449,"total interior livable area: 4,390 sqft",1
12450,"6,590 sqft",1
12451,"total interior livable area: 7,010 sqft",1
12452,"7,985 sqft",1
12453,"5,554 sqft",1
12454,"total interior livable area: 2,908 sqft",1
12455,"8,211 sqft",1
12456,"17,297 sqft",1
12457,"total interior livable area: 5,065 sqft",1
12458,"20,037 sqft",1
12459,"25,986 sqft",1
12460,"65,304 sqft",1
12461,"total interior livable area: 4,251 sqft",1
12462,"6,894 sqft",1
12463,"5,943 sqft",1
12464,"total interior livable area: 4,135 sqft",1
12465,"total interior livable area: 4,494 sqft",1
12466,"total interior livable area: 6,477 sqft",1
12467,"total interior livable area: 6,629 sqft",1
12468,"total interior livable area: 5,191 sqft",1
12469,"total interior livable area: 5,159 sqft",1
12470,"7,714 sqft",1
12471,"total interior livable area: 7,018 sqft",1
12472,"9,756 sqft",1
12473,"8,565 sqft",1
12474,"total interior livable area: 2,628 sqft",1
12475,"85,062 sqft",1
12476,"total interior livable area: 4,039 sqft",1
12477,"9,460 sqft",1
12478,"total interior livable area: 4,857 sqft",1
12479,"105,000 sqft",1
12480,"9,498 sqft",1
12481,"9,124 sqft",1
12482,"18,442 sqft",1
12483,"total interior livable area: 6,790 sqft",1
12484,"14,070 sqft",1
12485,"6,045 sqft",1
12486,"7,322 sqft",1
12487,"total interior livable area: 8,928 sqft",1
12488,"5,685 sqft",1
12489,"5,448 sqft",1
12490,"total interior livable area: 3,980 sqft",1
12491,"12,860 sqft",1
12492,"6,515 sqft",1
12493,"5,514 sqft",1
12494,"total interior livable area: 4,835 sqft",1
12495,"5,977 sqft",1
12496,"91,570 sqft",1
12497,"162,750 sqft",1
12498,"6,786 sqft",1
12499,140 sqft,1
12500,"total interior livable area: 6,651 sqft",1
12501,"44,840 sqft",1
12502,"total interior livable area: 4,724 sqft",1
12503,"15,400 sqft",1
12504,"6,594 sqft",1
12505,"261,992 sqft",1
12506,"total interior livable area: 5,409 sqft",1
12507,"12,031 sqft",1
12508,"35,840 sqft",1
12509,"9,784 sqft",1
12510,"10,628 sqft",1
12511,"total interior livable area: 4,362 sqft",1
12512,"6,130 sqft",1
12513,"8,419 sqft",1
12514,"7,174 sqft",1
12515,"8,925 sqft",1
12516,"total interior livable area: 3,910 sqft",1
12517,"9,502 sqft",1
12518,"8,332 sqft",1
12519,"9,216 sqft",1
12520,"total interior livable area: 5,958 sqft",1
12521,"total interior livable area: 4,963 sqft",1
12522,total interior livable area: 764 sqft,1
12523,"7,981 sqft",1
12524,"7,039 sqft",1
12525,"32,371 sqft",1
12526,"8,812 sqft",1
12527,"9,692 sqft",1
12528,"5,949 sqft",1
12529,"9,356 sqft",1
12530,"67,059 sqft",1
12531,"11,661 sqft",1
12532,"31,266 sqft",1
12533,"5,861 sqft",1
12534,"total interior livable area: 3,474 sqft",1
12535,"total interior livable area: 3,549 sqft",1
12536,"109,262 sqft",1
12537,"60,780 sqft",1
12538,"total interior livable area: 4,492 sqft",1
12539,"total interior livable area: 3,282 sqft",1
12540,"10,944 sqft",1
12541,"7,540 sqft",1
12542,"7,052 sqft",1
12543,"57,353 sqft",1
12544,"5,235 sqft",1
12545,"263,334 sqft",1
12546,"total interior livable area: 3,661 sqft",1
12547,"total interior livable area: 3,805 sqft",1
12548,"8,583 sqft",1
12549,"10,332 sqft",1
12550,"6,198 sqft",1
12551,"7,248 sqft",1
12552,"9,100 sqft",1
12553,"total interior livable area: 5,530 sqft",1
12554,"total interior livable area: 4,721 sqft",1
12555,total interior livable area: 465 sqft,1
12556,"total interior livable area: 4,882 sqft",1
12557,"total interior livable area: 4,212 sqft",1
12558,"47,760 sqft",1
12559,"7,307 sqft",1
12560,"9,547 sqft",1
12561,"total interior livable area: 3,733 sqft",1
12562,"5,129 sqft",1
12563,"10,709 sqft",1
12564,"67,764 sqft",1
12565,"total interior livable area: 4,407 sqft",1
12566,"6,195 sqft",1
12567,"total interior livable area: 12,796 sqft",1
12568,"13,461 sqft",1
12569,"11,981 sqft",1
12570,"6,453 sqft",1
12571,"total interior livable area: 4,043 sqft",1
12572,"total interior livable area: 6,090 sqft",1
12573,"total interior livable area: 5,940 sqft",1
12574,"117,882 sqft",1
12575,"9,452 sqft",1
12576,"86,896 sqft",1
12577,"10,637 sqft",1
12578,"6,568 sqft",1
12579,"total interior livable area: 4,824 sqft",1
12580,"89,400 sqft",1
12581,"total interior livable area: 3,216 sqft",1
12582,"total interior livable area: 11,030 sqft",1
12583,"141,920 sqft",1
12584,"121,714 sqft",1
12585,"9,645 sqft",1
12586,"6,585 sqft",1
12587,"17,181 sqft",1
12588,"total interior livable area: 11,520 sqft",1
12589,"total interior livable area: 6,202 sqft",1
12590,"7,689 sqft",1
12591,"51,774 sqft",1
12592,476 sqft,1
12593,"total interior livable area: 5,074 sqft",1
12594,"total interior livable area: 4,881 sqft",1
12595,"1,916,640 sqft",1
12596,"total interior livable area: 5,012 sqft",1
12597,"8,920 sqft",1
12598,"8,676 sqft",1
12599,"20,278 sqft",1
12600,"total interior livable area: 3,551 sqft",1
12601,"8,268 sqft",1
12602,"9,268 sqft",1
12603,"87,860 sqft",1
12604,"total interior livable area: 8,562 sqft",1
12605,"total interior livable area: 3,563 sqft",1
12606,"4,753 sqft",1
12607,"5,472 sqft",1
12608,"6,792 sqft",1
12609,"total interior livable area: 6,784 sqft",1
12610,"163,080 sqft",1
12611,"31,927 sqft",1
12612,"142,470 sqft",1
12613,"10,544 sqft",1
12614,"7,750 sqft",1
12615,"47,272 sqft",1
12616,"100,000 sqft",1
12617,"10,268 sqft",1
12618,"256,750 sqft",1
12619,"6,009 sqft",1
12620,"6,072 sqft",1
12621,"155,155 sqft",1
12622,"435,164 sqft",1
12623,"total interior livable area: 3,283 sqft",1
12624,"total interior livable area: 7,675 sqft",1
12625,"8,788 sqft",1
12626,"6,933 sqft",1
12627,"total interior livable area: 1,229 sqft",1
12628,"78,622 sqft",1
12629,"total interior livable area: 3,859 sqft",1
12630,"total interior livable area: 6,494 sqft",1
12631,total interior livable area: 611 sqft,1
12632,"total interior livable area: 3,825 sqft",1
12633,"11,546 sqft",1
12634,"29,600 sqft",1
12635,"10,246 sqft",1
12636,"total interior livable area: 3,640 sqft",1
12637,"10,256 sqft",1
12638,"31,799 sqft",1
12639,"total interior livable area: 4,522 sqft",1
12640,"11,240 sqft",1
12641,"322,346 sqft",1
12642,"total interior livable area: 6,923 sqft",1
12643,"7,469 sqft",1
12644,"7,887 sqft",1
12645,"6,869 sqft",1
12646,"11,854 sqft",1
12647,"871,635 sqft",1
12648,"5,294 sqft",1
12649,"total interior livable area: 5,155 sqft",1
12650,"total interior livable area: 7,974 sqft",1
12651,"4,722 sqft",1
12652,"8,760 sqft",1
12653,"51,516 sqft",1
12654,"6,374 sqft",1
12655,"total interior livable area: 7,498 sqft",1
12656,"7,685 sqft",1
12657,"24,090 sqft",1
12658,"22,150 sqft",1
12659,"total interior livable area: 3,799 sqft",1
12660,"total interior livable area: 5,424 sqft",1
12661,"1,250,172 sqft",1
12662,"420,000 sqft",1
12663,"74,462 sqft",1
12664,"5,221 sqft",1
12665,"8,919 sqft",1
12666,"31,319 sqft",1
12667,"5,311 sqft",1
12668,"40,061 sqft",1
12669,"22,750 sqft",1
12670,"83,000 sqft",1
12671,"564,196 sqft",1
12672,"173,720 sqft",1
12673,"total interior livable area: 14,544 sqft",1
12674,"total interior livable area: 7,330 sqft",1
12675,"154,755 sqft",1
12676,"total interior livable area: 3,883 sqft",1
12677,"29,560 sqft",1
12678,"667,517 sqft",1
12679,"total interior livable area: 5,858 sqft",1
12680,"total interior livable area: 5,570 sqft",1
12681,286 sqft,1
12682,"5,809 sqft",1
12683,"total interior livable area: 3,343 sqft",1
12684,"102,422 sqft",1
12685,total interior livable area: 554 sqft,1
12686,"total interior livable area: 3,293 sqft",1
12687,"23,000 sqft",1
12688,"total interior livable area: 8,210 sqft",1
12689,"7,051 sqft",1
12690,"5,276 sqft",1
12691,"5,468 sqft",1
12692,"total interior livable area: 4,886 sqft",1
12693,"total interior livable area: 4,826 sqft",1
12694,"10,337 sqft",1
12695,total interior livable area: 586 sqft,1
12696,"5,194 sqft",1
12697,"38,049 sqft",1
12698,270 sqft,1
12699,"total interior livable area: 5,669 sqft",1
12700,"36,155 sqft",1
12701,"12,524 sqft",1
12702,"147,136 sqft",1
12703,"166,158 sqft",1
12704,"total interior livable area: 20,790 sqft",1
12705,"5,176 sqft",1
12706,"23,472 sqft",1
12707,"10,118 sqft",1
12708,"5,864 sqft",1
12709,"9,523 sqft",1
12710,"total interior livable area: 6,007 sqft",1
12711,"4,688 sqft",1
12712,184 sqft,1
12713,"43,200 sqft",1
12714,"52,600 sqft",1
12715,"total interior livable area: 5,275 sqft",1
12716,"9,728 sqft",1
12717,"6,822 sqft",1
12718,"6,421 sqft",1
12719,"total interior livable area: 4,041 sqft",1
12720,"total interior livable area: 12,386 sqft",1
12721,"7,677 sqft",1
12722,total interior livable area: 437 sqft,1
12723,total interior livable area: 663 sqft,1
12724,"6,215 sqft",1
12725,"total interior livable area: 4,626 sqft",1
12726,"total interior livable area: 4,307 sqft",1
12727,"6,204 sqft",1
12728,"7,796 sqft",1
12729,"total interior livable area: 5,262 sqft",1
12730,"5,279 sqft",1
12731,"total interior livable area: 10,566 sqft",1
12732,"4,849 sqft",1
12733,total interior livable area: 795 sqft,1
12734,"13,794 sqft",1
12735,"9,250 sqft",1
12736,"7,465 sqft",1
12737,"total interior livable area: 3,939 sqft",1
12738,"12,622 sqft",1
12739,"11,412 sqft",1
12740,"78,408 sqft",1
12741,total interior livable area: 276 sqft,1
12742,"total interior livable area: 6,567 sqft",1
12743,"19,281 sqft",1
12744,"338,373 sqft",1
12745,"170,080 sqft",1
12746,"883,265 sqft",1
12747,"total interior livable area: 4,749 sqft",1
12748,"184,417 sqft",1
12749,"13,130 sqft",1
12750,"90,188 sqft",1
12751,"15,539 sqft",1
12752,"39,514 sqft",1
12753,"7,723 sqft",1
12754,"6,772 sqft",1
12755,"total interior livable area: 5,891 sqft",1
12756,"total interior livable area: 11,628 sqft",1
12757,"8,901 sqft",1
12758,"6,431 sqft",1
12759,"total interior livable area: 5,371 sqft",1
12760,"4,939 sqft",1
12761,"24,829 sqft",1
12762,"10,575 sqft",1
12763,"4,588 sqft",1
12764,total interior livable area: 767 sqft,1
12765,"6,286 sqft",1
12766,"46,500 sqft",1
12767,"total interior livable area: 3,925 sqft",1
12768,"5,889 sqft",1
12769,"1,043,741 sqft",1
12770,"5,979 sqft",1
12771,"total interior livable area: 4,570 sqft",1
12772,"7,094 sqft",1
12773,"7,653 sqft",1
12774,"9,490 sqft",1
12775,"6,409 sqft",1
12776,"total interior livable area: 5,911 sqft",1
12777,"33,831 sqft",1
12778,"5,061 sqft",1
12779,"4,451 sqft",1
12780,"total interior livable area: 3,809 sqft",1
12781,"5,719 sqft",1
12782,"11,750 sqft",1
12783,"total interior livable area: 4,266 sqft",1
12784,"120,034 sqft",1
12785,"total interior livable area: 41,143 sqft",1
12786,"5,686 sqft",1
12787,"12,705 sqft",1
12788,"total interior livable area: 9,814 sqft",1
12789,"8,630 sqft",1
12790,"4,996 sqft",1
12791,"124,625 sqft",1
12792,"7,140 sqft",1
12793,439 sqft,1
12794,"67,954 sqft",1
12795,160 sqft,1
12796,"7,268 sqft",1
12797,"total interior livable area: 3,194 sqft",1
12798,"total interior livable area: 4,140 sqft",1
12799,"total interior livable area: 4,975 sqft",1
12800,"239,121 sqft",1
12801,"total interior livable area: 2,439 sqft",1
12802,"80,000 sqft",1
12803,"15,795 sqft",1
12804,438 sqft,1
12805,"370,086 sqft",1
12806,"6,378 sqft",1
12807,"6,384 sqft",1
12808,"9,797 sqft",1
12809,"total interior livable area: 5,154 sqft",1
12810,"250,220 sqft",1
12811,"total interior livable area: 11,025 sqft",1
12812,"8,490 sqft",1
12813,"total interior livable area: 4,798 sqft",1
12814,total interior livable area: 646 sqft,1
12815,"21,473 sqft",1
12816,"total interior livable area: 11,990 sqft",1
12817,"115,914 sqft",1
12818,"total interior livable area: 9,287 sqft",1
12819,"22,998 sqft",1
12820,"total interior livable area: 6,014 sqft",1
12821,"13,640 sqft",1
12822,"7,974 sqft",1
12823,"total interior livable area: 4,993 sqft",1
12824,"8,225 sqft",1
12825,"total interior livable area: 3,597 sqft",1
12826,"413,820 sqft",1
12827,"12,721 sqft",1
12828,"100,056 sqft",1
12829,"55,321 sqft",1
12830,"13,568 sqft",1
12831,"total interior livable area: 5,866 sqft",1
12832,"6,199 sqft",1
12833,"235,448 sqft",1
12834,"10,741 sqft",1
12835,6 sqft,1
12836,"8,575 sqft",1
12837,"12,200 sqft",1
12838,"89,727 sqft",1
12839,"5,359 sqft",1
12840,"total interior livable area: 5,741 sqft",1
12841,"total interior livable area: 5,119 sqft",1
12842,"9,559 sqft",1
12843,"21,000 sqft",1
12844,"8,720 sqft",1
12845,"total interior livable area: 14,586 sqft",1
12846,"168,982 sqft",1
12847,"4,837 sqft",1
12848,"total interior livable area: 7,830 sqft",1
12849,"120,835 sqft",1
12850,"8,455 sqft",1
12851,"1,239,282 sqft",1
12852,"total interior livable area: 10,050 sqft",1
12853,"total interior livable area: 6,941 sqft",1
12854,"10,818 sqft",1
12855,"19,270 sqft",1
12856,"21,304 sqft",1
12857,307 sqft,1
12858,"7,568 sqft",1
12859,"total interior livable area: 5,279 sqft",1
12860,"6,564 sqft",1
12861,"11,107 sqft",1
12862,"9,720 sqft",1
12863,"6,812 sqft",1
12864,"6,838 sqft",1
12865,"45,720 sqft",1
12866,"total interior livable area: 2,069 sqft",1
12867,total interior livable area: 472 sqft,1
12868,"total interior livable area: 4,947 sqft",1
12869,"7,361 sqft",1
12870,"9,760 sqft",1
12871,"7,763 sqft",1
